startdate,enddate,status,progress,durationinseconds,finished,recordeddate,responseid,externalreference,distributionchannel,userlanguage,prolific_pid,jobsatisfacton_job,writingtasks_job,usedgpt_job,whatused_for_job,usefulness_job,chatgpt_wtp_job,usedgpt_whynot_job,usedgpt_whynot_job_4_text,why_notuseful
2023-02-23 15:31:36,2023-02-23 15:41:08,0,100,572,1,2023-02-23 15:41:08,R_1gTTaPZISswuJYg,*******,anonymous,EN,b642ad848bebcdff472ce623962e0b2c91b2f64f0fb6eabcb4901eb4fa92b6fa,8,"Marketing and sales copy mostly, customer support and customer engagement as well",1,We used it to create basic marketing language for a marketing sequence. Also how to answer some basic customer support questions that we needed standard language for. ,4,20,,,
2023-02-26 17:10:30,2023-02-26 17:12:18,0,100,107,1,2023-02-26 17:12:18,R_yJyaKEg9ejtyW0V,*******,anonymous,EN,1531a4faa701322661829ee1469f8dc3dd50756752abd7c636e861a13a186d8e,7,I wrote SEO pages for our clients. They’re typically small businesses and local. I also lead a team under me. ,1,I get it to start a draft then fact-check and edit. ,2,25,,,
2023-02-11 10:26:10,2023-02-11 10:26:43,0,100,33,1,2023-02-11 10:26:43,R_3j9uytQxCD2xJal,*******,anonymous,EN,f6cbf8237dca38f03689590ed8d9ce5b624a9042bba084b960aed3bbcd53a991,8,I have to write business cases to help justify hiring strategies for the business unit I support.,2,,,,2,,
2023-02-17 10:35:45,2023-02-17 10:36:46,0,100,61,1,2023-02-17 10:36:46,R_2w63GKdfRPOJ4le,*******,anonymous,EN,371d0b916d4af60cf43d1ffd8ed84f964b55741e3688689df941dfdc8b2a00d1,5,Company wide emails.,2,,,,3,,
2023-03-10 18:20:37,2023-03-10 18:23:12,0,100,154,1,2023-03-10 18:23:12,R_vB4cUXgr8DbEaKB,*******,anonymous,EN,84bd93ca36b242608fdfb9d81ef1fc803025bbe841a5453c867c0e26795a58a6,9,"I send communiques regarding changes to process, acknowledgements, managerial promotions and reprimands.",2,,,,4,ChatGPS has not been authorized.,
2023-02-23 22:59:30,2023-02-23 23:00:46,0,100,75,1,2023-02-23 23:00:46,R_9WF8OlKqNUrNuj7,*******,anonymous,EN,d94f63543c5fccdde88d6d2e93b725630ee8c9773654c71f0b05d2edadda3b3f,3,"I write script coverages, emails, scriptwriting, and website copy.",2,,,,1,,I'd rather just do the writing myself. 
2023-02-24 06:46:21,2023-02-24 06:47:54,0,100,92,1,2023-02-24 06:47:54,R_DeeMgL20t9n6ZBT,*******,anonymous,EN,9f302c20cc133e4555749e46fd0b00b147d785b18f7d5122d2c75a61f9801133,8,I write tweets and LinkedIn posts for a client. I also sometimes write copy for videos they post and for other advertisements. ,2,,,,1,,"The work I do is very repetitive, so I have to think hard about making sure I'm not writing about concepts in the same way as the past. I don't know that ChatGPT would capture that nuance."
2023-02-24 12:27:25,2023-02-24 12:34:16,0,100,411,1,2023-02-24 12:34:17,R_2zYM98vT7W502dV,*******,anonymous,EN,ce934a70e841e4de915821045033a0a60e0ebafbb511447331e972692ab3e9d4,4,"I am in charge of training at my job, so I often write curriculum. This might involve writing manuals that go along with  in-person classes or elearning. ",1,I use it to polish my language. I input what I had said before and see if the Chatbot kicks out text that is better and more refined.,3,19.99,,,
2023-02-26 09:35:25,2023-02-26 09:43:01,0,100,456,1,2023-02-26 09:43:02,R_22JsKs9dUwYsWYh,*******,anonymous,EN,cdb0a008af328ff0a862fe9ad4a70f8f2bc03cd6639e07827b2b8168e5e68dc0,8,"I will write up emails, job procedures and project drafts",1,I used ChatGPT to confirm some code and excel formulas. I also used It for a draft of an email,5,10,,,
2023-02-15 12:22:17,2023-02-15 12:23:02,0,100,45,1,2023-02-15 12:23:03,R_3j1XunVH7Dilis9,*******,anonymous,EN,af8d99854c0a60dcc1d0327330b554fa492bd8430c8def367b999ec5d551e1fd,8,"i write emails, communication to clients and internal team, technical memos and documents.",2,,,,2,,
2023-03-17 12:50:20,2023-03-17 12:51:13,0,100,53,1,2023-03-17 12:51:14,R_3CPMD9VvamDhDW8,*******,anonymous,EN,45064050091acfcff4232f4b55ec1f888fe64656b56b26aa3ed75c433baf7299,9,I write up emails to different clients and vendors. I also write up emails to my subordinates and my higher up about the tasks for the days ahead.,2,,,,3,,
2023-02-12 10:59:13,2023-02-12 11:03:04,0,100,230,1,2023-02-12 11:03:04,R_dcMiJMCtYn9Baq5,*******,anonymous,EN,30f1fe6dc067affd8b49497a45e08e702de0276913958881f8aa712552b6fafa,5,Brief. Nothing too complex or long.,1,Sample responses and comparing the difficulty.,2,2,,,
2023-03-02 06:49:12,2023-03-02 06:50:49,0,100,96,1,2023-03-02 06:50:49,R_1rxBsxCEuxt2Bqz,*******,anonymous,EN,b71d8744727b05e22e51ec7ab9509b5bab545f9ae26bf45c44f2e2c7c2abb8f8,8,"I do monthly finance reports (Price Impact Report), asset and write-off reports on an ad hoc basis and various HR goals and accomplishment reports as part of my job.",2,,,,3,,
2023-02-16 14:39:05,2023-02-16 14:43:31,0,100,265,1,2023-02-16 14:43:31,R_1IE0klSxOcSGAqX,*******,anonymous,EN,ac195293249fbf91bf8535837ed359124516c5ed86ccb4097e9f57be2eefae55,3,I mostly write blog posts and articles for content marketing.,1,"I've used it to bring up points that I can use in an outline. I've experimented with using it as an editor, and it works well, but I haven't done that for any work I submitted because it increases the likelihood that detectors will flag the work as AI. For most of what I do, using AI is not allowed.",2,25,,,
2023-02-11 12:10:24,2023-02-11 12:11:47,0,100,83,1,2023-02-11 12:11:48,R_3NSnpRhXukdv3FL,*******,anonymous,EN,f1ef40954b04b81d75b476193ffb1c879c9f657a5332421a13e95ed36ae8196e,5,I write emails to clients and I write internal communications to my subordinates and manager.,1,When I'm stuck and trying to think of a new angle for expressing something. Or if I'm looking for information on a subject.,2,5,,,
2023-02-13 15:38:21,2023-02-13 15:39:40,0,100,78,1,2023-02-13 15:39:40,R_2zvRZrgYZuCIoaF,*******,anonymous,EN,d946dc5f3714f580130d1fc8c37c508369cbfc12b054823cdeb5163601beb6ff,3,"Replying to client emails, updating tickets, communicating via internal chat software",2,,,,3,,
2023-02-26 10:05:54,2023-02-26 10:06:42,0,100,48,1,2023-02-26 10:06:43,R_xltmUXZuqFqCa2d,*******,anonymous,EN,ec1d3649e5302e7b0e123202bbff1f9c8668a9deee509b353f321603ce3e5b08,8,I write up analytical reports on data collected for my company.,2,,,,5,,
2023-03-08 13:47:56,2023-03-08 13:50:14,0,100,138,1,2023-03-08 13:50:16,R_1lcreraBQ1ghoDK,*******,anonymous,EN,b036b273558fe71e1e31b6460bef07462d1d16f9c936a150948537efac64008a,8,I write business proposals for companies that seek our services,2,,,,4,"It doesn't seem right to do. Doesn't come from my own mind, a natural place.",
2023-02-27 14:10:32,2023-02-27 14:11:27,0,100,55,1,2023-02-27 14:11:28,R_3IS4CEroTXpToHx,*******,anonymous,EN,ebc6da6b9c232d26de83dce9293bffea74a14ac43683daec0de49b925a3f29e9,10,"Emails to clients, investment evaluations / proposals",2,,,,3,,
2023-02-16 08:37:07,2023-02-16 08:42:26,0,100,319,1,2023-02-16 08:42:27,R_3iOLASG276hnUia,*******,anonymous,EN,5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14,9,Most of the writing tasks I do are related clients. It is mainly for the projects we are working and emails to the client. I also do write ups employee performance reviews. ,2,,,,1,,My work is very specialized and the client information is confidential. Most of the clients I deal with have government security clearance and the information that is being shared and discussed has to handled appropriately.  
2023-03-01 21:20:11,2023-03-01 21:21:02,0,100,50,1,2023-03-01 21:21:02,R_WDttgh0YvL8xP1v,*******,anonymous,EN,718c447013c68ecb42d3511f335a5c4e451bcc5abeaa8805b7686f49b5c240a4,4,I wrote emails for renewal solicitations for insurance.,2,,,,1,,"I just write from a template format, and it contains personal information I wouldn't be allowed to share."
2023-03-10 06:20:43,2023-03-10 06:21:08,0,100,25,1,2023-03-10 06:21:08,R_2e4EuQmb3GOQ5iP,*******,anonymous,EN,e60e565dd80e71e9d6545a5c161e60cde56761db3e6f0dc62d2b02928564b0fc,5,"memos, emails, reports",2,,,,3,,
2023-02-27 17:35:46,2023-02-27 17:36:57,0,100,70,1,2023-02-27 17:36:57,R_27e3kJ23ilRh7nb,*******,anonymous,EN,5ac1417878f58837e86d5208fe44648b0d8577c172c43a282806d813c3c99165,7,"Writing memos based on my research, writing emails, writing reports. ",2,,,,1,,what I do is really niche and I don't think it would work the same. My work is also dependent on research. 
2023-02-15 11:57:05,2023-02-15 11:59:11,0,100,125,1,2023-02-15 11:59:12,R_1jpO85BGotWyTrM,*******,anonymous,EN,30ba3e56e786e0c050148bcf40a04c6981261a06c19fe1dfa7a017c9a9ea7449,4,I occasionally take notes as a part of paperwork. ,2,,,,1,,Because I write observations and send messages to people. 
2023-02-28 12:08:21,2023-02-28 12:08:58,0,100,36,1,2023-02-28 12:08:59,R_wTuCzQMXdLxLRlv,*******,anonymous,EN,430b51092109bf2d19a2ff429a291a72870dde67ab5e55096487e7b129d7258c,10,Writing reports,2,,,,1,,Handwritten
2023-02-10 21:02:31,2023-02-10 21:03:10,0,100,39,1,2023-02-10 21:03:11,R_1N4SxYky8CWcggU,*******,anonymous,EN,49b15cd5da76e7b049c8b1f3e721666bf7862e2e448f4919e9d45ded5826681d,9,I write proposals for various initiatives I’m working on,2,,,,3,,
2023-02-10 12:35:05,2023-02-10 12:36:32,0,100,87,1,2023-02-10 12:36:32,R_1gqfghgg1Ct3lg9,*******,anonymous,EN,5877aaccba529f43e4df3adf9ed1cd6977e61a920d951c8c8688b9dfe714817d,5,I have to explain expense variances for my organization versus the financial plan we made for the year. I use financial insights and data to support my writing.,2,,,,3,,
2023-02-24 20:28:37,2023-02-24 20:29:25,0,100,48,1,2023-02-24 20:29:26,R_1guqm1aQZrzCBYT,*******,anonymous,EN,ad456180882a9e289c4aa2b84ff598b09e1a8a2463c79238682dadf6b7f92495,7,I write social media posts and website copy. ,1,I use an ai chat to write copy for the website. ,5,10,,,
2023-03-03 15:44:54,2023-03-03 15:45:45,0,100,51,1,2023-03-03 15:45:46,R_XFdTRJp5cf8dgDn,*******,anonymous,EN,cee02d4cb9233779957eac1069536276f61a868c6535fcdd6aa24614db77674e,6,"I write blogs, social media content, email marketing blasts, and respond to emails on a regular basis.",2,,,,3,,
2023-04-11 12:50:27,2023-04-11 12:51:31,0,100,63,1,2023-04-11 12:51:31,R_2SwpSeceEdw9Svg,*******,anonymous,EN,661db1a8e6c90af1325a4cc971e7a2801115d04a50964ac7d7eab233f0bfc9e4,5,"I occasionally write articles for coverage of campus events, edit articles written by writers, and communicate with staff, faculty and students on campus via email. ",2,,,,4,not ethical ,
2023-02-23 15:33:06,2023-02-23 15:33:55,0,100,48,1,2023-02-23 15:33:56,R_2vemdScqM8obxCy,*******,anonymous,EN,1edcaa7745c06c861c9ffe0ae2a8bce10ed67b8a736b4d911629fd3127ab617f,9,"emails, meeting notes, training material",2,,,,3,,
2023-02-27 14:39:42,2023-02-27 14:41:16,0,100,94,1,2023-02-27 14:41:18,R_1o0FrdwvZGQtW00,*******,anonymous,EN,5252cf2f1caf00ccf9d577d86322c2a39276facd20c1f927747ca71ece6e6067,4,"adding notes to task, revising procedures",2,,,,1,,it would take longer to create the parameters to get the correct output from the bot than to just do it.   procedures are very technical for my work
2023-02-23 19:28:27,2023-02-23 19:30:14,0,100,106,1,2023-02-23 19:30:14,R_2P6Yl3LLUvWMGWX,*******,anonymous,EN,49c06c132ae8a3088f2ea9ac9be08a5e47ce504ec1a262683ba59d0de3261731,7,E-mail correspondence with between 300 and 600 clients per month.,2,,,,1,,"These are highly personal emails, usually written to people whom have just experienced a major life event such as death of a parent, spouse, selling the family home to move into a condo, etc. Not appropriate to be  impersonal."
2023-02-17 15:33:47,2023-02-17 15:34:24,0,100,37,1,2023-02-17 15:34:24,R_1QyMGKFntzEYytx,*******,anonymous,EN,20d58eff8101ac279ba9b59dada68cb8fcf91079522875d34e6f6a2a6c78b59d,7,"emails, reports, advertisements, SOPs, guides",2,,,,3,,
2023-03-04 12:16:08,2023-03-04 12:17:01,0,100,53,1,2023-03-04 12:17:01,R_2pQSwjeYdGQGfGt,*******,anonymous,EN,9ca1e50a88ccaa1e82d82bc8de830d8b133139f4b6fcd65e38e3c96bbad9e136,9,"copy for website, social media copy",2,,,,3,,
2023-02-24 03:51:26,2023-02-24 03:52:56,0,100,90,1,2023-02-24 03:52:56,R_3CC7iY0LcB9F0PB,*******,anonymous,EN,a1298cacd91ac78832a0d2ecfb339bbd4cdec4ab1fc2af8e2f43cb63841cb1ce,7,I type messages to my team members that are sent via Teams. I write brief emails to various staff members. ,2,,,,3,,
2023-02-26 18:25:37,2023-02-26 18:27:33,0,100,115,1,2023-02-26 18:27:33,R_3KCqiJWNXWqbRYj,*******,anonymous,EN,3ef2927a31413dc4e5cae7c993b8505d7ec86b9f06e7437038763cd1e95bcdc6,7,I usually tend to write code in SQL.,2,,,,1,,I have to write code.
2023-02-23 18:57:37,2023-02-23 18:58:32,0,100,54,1,2023-02-23 18:58:32,R_29t6kx69xj5kzCF,*******,anonymous,EN,fb4c778d4a1c66fbe677aad8616c56fd9393a410c79d29e2b083606736a8ad84,8,I write papers for top academic journals in finance,2,,,,3,,
2023-02-15 18:10:23,2023-02-15 18:12:02,0,100,98,1,2023-02-15 18:12:02,R_1gCngDtUyxxCsx1,*******,anonymous,EN,babcc378d2921ba67602a96ae264b9a59388884c1f28dc512134d85f72202b4f,6,Writing articles and memos for internal communications. Writing articles for external advertising and recognition. ,1,To get a start on the article...,3,20,,,
2023-02-13 07:28:09,2023-02-13 07:29:15,0,100,66,1,2023-02-13 07:29:16,R_1GP4j5juJerG3GI,*******,anonymous,EN,edd6e9ca11dd20814a1d3f33b0bb0d6200837bd06473a1112764c0f2c4e9ef18,7,"I put together job descriptions, position summaries, phone screen notes, and offer letters. ",2,,,,1,,My writing tasks use standardized templates. 
2023-03-06 13:05:33,2023-03-06 13:07:24,0,100,111,1,2023-03-06 13:07:26,R_1mwMeiHfWIbxOBb,*******,anonymous,EN,5d85395b780781e1b4c542bf582f8efae5a2c93dd6c1a940e172bc0d8d6d9dd5,5,"We deal with helping people through a ticketing system, and do have to write responses to these tickets in a professional manner. Typically, the responses aren't too long, but they do have to be worded correctly and professionally. We also work through a chat system to resolve people's concerns through that means.",2,,,,1,,"I do not think ChatGPT would be familiar with some of the systems and answers that we have to give. We have to give specific directions on how to resolve things within systems like Workday and we also have to be familiar with our own companies' practices and policies. Since ChatGPT is not aware of those internal policies, I doubt it could help."
2023-02-23 15:34:25,2023-02-23 15:36:30,0,100,125,1,2023-02-23 15:36:31,R_RXJlYnLBWrq6VTX,*******,anonymous,EN,e2fbbb7a62ebdfeae7284e24c95ab52318bec38195180637e5f04a70227fa484,6,I have to write emails to my coworkers and boss. I also have to do excel reports and write some of the data in the cells.,2,,,,1,,I barely have to do any writing so it's not necessary
2023-02-23 18:21:30,2023-02-23 18:21:59,0,100,28,1,2023-02-23 18:21:59,R_2pLwEkF73hYURmJ,*******,anonymous,EN,c89a837df01eead9446f171c67a3527c2e920f302d487ca8f04a008c5158ce3c,3,I write scientific reports on new pharmaceutical drugs,2,,,,2,,
2023-02-26 08:48:31,2023-02-26 08:49:24,0,100,53,1,2023-02-26 08:49:25,R_1ojLH4QAOsIrI6e,*******,anonymous,EN,34e274851afb7c90a39fc93a2555aebf411902982e051b72eae37fe41529f170,4,I don’t usually do writing tasks in my job.,2,,,,1,,Because I don’t complete writing tasks for my job.
2023-02-13 06:59:38,2023-02-13 07:02:48,0,100,189,1,2023-02-13 07:02:48,R_1rk8Xr8XPUxbU2p,*******,anonymous,EN,d3453828230e10570666932b2c528d8f73ec585747442e2f609697e32a175704,8,"I do administrative jobs and also makes sure I balance the books very well in terms of finance . Closing of accounts, all this are typed and presented to our boss. Also I also write reports and submits based on the weeks work .",2,,,,3,,
2023-03-08 10:26:49,2023-03-08 10:30:42,0,100,232,1,2023-03-08 10:30:43,R_cCKlH1zo4K4MHo5,*******,anonymous,EN,a41b78412aa999de781e85cb589f5da3586c0413ee60d2a378976af37e8e39c7,10,"I oversee various writing tasks such as creating project briefs, writing proposals, copywriting and communicating with clients via email. Strong writing skills are essential to ensure that our designers can create visually appealing work that effectively communicates our client's messages.",1,I generally use ChatGPT for quick e-mails.,5,19.99,,,
2023-02-15 19:42:37,2023-02-15 19:43:25,0,100,48,1,2023-02-15 19:43:26,R_2S9x39B3uw1gQ1G,*******,anonymous,EN,f0d77d428cfbce445fc713ba75614651b6cbf1fd494a23bdb4bcebec58c93db0,10,Explaining the ratings of data quality.,2,,,,3,,
2023-02-16 07:47:31,2023-02-16 07:50:55,0,100,204,1,2023-02-16 07:50:56,R_3hc0vzNmx4JIxdv,*******,anonymous,EN,e000de73983d30a25ac9613628f3c898cb1db322c516649c1c2b51008a5a7da7,8,"I write a lot. I write reports, policies, procedures, and articles. I take minutes in meetings and I write up draft new releases for my boss.",2,,,,3,,
2023-02-10 13:31:22,2023-02-10 13:32:03,0,100,41,1,2023-02-10 13:32:04,R_3KI8LUVD2gyKzWV,*******,anonymous,EN,8c00b0e405eda3b9d3e24fd0029f051de81d045984d3048baf12903f6ea121bb,8,I facilitate learning classes for leadera,2,,,,1,,
2023-02-23 20:26:52,2023-02-23 20:28:08,0,100,75,1,2023-02-23 20:28:08,R_2Tn7YuoJCs7Yw4e,*******,anonymous,EN,7e8b7787b7048625d1d7f3aa66329f430bf7e653fac0c7377b6befb6d20d94b9,9,I do posters and I type and write financial accounts and information that is helpful for my clients to use and read.,2,,,,1,,My clients and are organization prefers not to use Chatbots in the organization.
2023-03-01 21:36:44,2023-03-01 21:39:12,0,100,147,1,2023-03-01 21:39:12,R_2dyw2g5GepPpPpC,*******,anonymous,EN,ee13e0597e064b3ec73bda19841335f21ae7d33b9871dfe493bed6f33d46a232,3,"I copywrite for multimedia concepts, such as menus or a clothing website description. I write up legal documents and occasionally spruce up resumes.",2,,,,3,,
2023-03-31 10:28:52,2023-03-31 10:30:48,0,100,115,1,2023-03-31 10:30:48,R_aV0BBIl8ss7p0OZ,*******,anonymous,EN,df73ea8530b2290db96a0b2bd25b7b36836a34690a59dfda67b112c1d933c056,3,"I write social science research manuscripts. These include literature reviews, methods, results, and discussion/conclusions. I also write data requests and applications.",2,,,,1,,"I need to be very specific with my words. My writing reflects my own ideas and decisions, so it would not make sense to use ChatGPT."
2023-02-25 12:14:14,2023-02-25 12:15:24,0,100,69,1,2023-02-25 12:15:24,R_2OT2KWdSEMvlTSJ,*******,anonymous,EN,4f1b271c35bfc785f0bb0a1521e28b9db0f7e2dad28e8f39add99bfb168fb88e,8,I write official government documents that are open to the public and also write reports that are only for our small team. ,2,,,,3,,
2023-02-23 17:17:17,2023-02-23 17:18:55,0,100,98,1,2023-02-23 17:18:55,R_2EzQGyTFUJ4qqNp,*******,anonymous,EN,647545e53b7f86f5aea379a16ac110c99bde492108ca973bbf3d0d8559c014f9,8,I wrote employee reports and sales charts,1,I write reports for employees. I make sales ideas. ,4,15,,,
2023-02-15 17:02:54,2023-02-15 17:03:37,0,100,43,1,2023-02-15 17:03:38,R_9Lly2IqocU5VKy5,*******,anonymous,EN,4c4a070d3add9c77594823c9fc983cb58fc6478b75bb8edc08f40c14561fbb06,8,The only writing I normally do is composing emails to teammates I work with and vendors that our company does business with.,2,,,,3,,
2023-02-26 06:52:18,2023-02-26 06:53:33,0,100,75,1,2023-02-26 06:53:33,R_2DMrP6yJ4OONZze,*******,anonymous,EN,f73f2cf5517d4f3ca157b0f2b317833fb30cb0df28316efd4966d4e5bde1efb9,3,Emails and memos about various business proposals ,2,,,,1,,It would take me as much time to explain what I needed from chatgpt as it would take to write and email. 
2023-02-25 12:12:07,2023-02-25 12:14:03,0,100,116,1,2023-02-25 12:14:03,R_2c79JHXHPaRSGZc,*******,anonymous,EN,06e54398b9ef3875975c89359987cd026445ecbff7aa9c560ad17bc0c096d959,4,I edit closed captioning transcripts.,2,,,,3,,
2023-02-24 05:53:52,2023-02-24 05:57:02,0,100,189,1,2023-02-24 05:57:02,R_2tMf5Xtl0iXlSyp,*******,anonymous,EN,79b7e1b1cae6a9caf973c77fd160cdf01ba3eedc15fb4ad648f1e00ea6b6ee6f,9,"emails, letters of correspondence to resolve any issues, scope of work on all job tickets",2,,,,1,,Because they are detail oriented regarding my business that the chatgpt would not know
2023-02-23 17:38:59,2023-02-23 17:40:55,0,100,116,1,2023-02-23 17:40:55,R_3qIKMZF8s5roZlY,*******,anonymous,EN,7d6ab56d9130442e26fbe2a64dd9e8cdf539c0bc0573a24944cd1e1021fdb84c,6,"Sending a lot of e-mails and texts to both owners and operators of our hotels as well as internally to our team.  I also write summary notes of my property visits, so ownership has a complete list of issues that need addressing.  So much of what I write are summaries of visits, conversations, and requests for information.",2,,,,1,,I don’t see a need for something that must come directly from me regarding what I have seen.  ChatGPT hasn’t seen nor will be commenting on any of the issues I review for the hotels.
2023-02-26 18:32:14,2023-02-26 18:35:39,0,100,205,1,2023-02-26 18:35:39,R_DCukqpkWgIN0AdX,*******,anonymous,EN,41bf5bd7382f14a37eb919e398799fa0f9856110b5d0bee0ba3fa92dceda89f8,5,"I write email copy, social media copy, brochures, white papers, executive statements, internal reports and performance summaries, marketing copy for radio and video production, blog posts, executive articles.",2,,,,1,,The content is biomedical and has to be extremely specific to our company's patented protocol and to be considered legally compliant both internally and to comply with FDA and FTC regulations.
2023-02-15 14:22:32,2023-02-15 14:23:33,0,100,61,1,2023-02-15 14:23:33,R_3L14fzHnY1nhZvq,*******,anonymous,EN,d7c6b0922aad35858aeddb4b44d4b94f231f0fed78793ee280abb60ac6580004,9,I train and manage the cell staff I also do the day-to-day activities as far as making sure that the companies running smoothly,2,,,,2,,
2023-02-11 08:50:41,2023-02-11 08:52:08,0,100,87,1,2023-02-11 08:52:09,R_PGaPg1IjlwiyjCN,*******,anonymous,EN,1a16ca5c343652476ac9796474e758d395b9f6023b7306d7b6edfa7bc132b733,6,I have to write reports and create documents that show our point of view in applying analytics to data,1,I ask chatGPT to generate a commentary based on a scenario and use that as baseline for my report,3,25,,,
2023-02-18 15:00:27,2023-02-18 15:03:21,0,100,174,1,2023-02-18 15:03:22,R_214ZbUOBKv8MCGd,*******,anonymous,EN,695fae8d7cb7fb237dfb3358db13e80d66f90b8c69a5a4125a61039664f78729,8,"I write analyses of data output, indicating preferrable output over undesirable output and why.  I also design and write test queries.",1,I am an AI trainer; I don't use AI to complete tasks. ,2,0,,,
2023-02-23 15:31:10,2023-02-23 15:33:35,0,100,144,1,2023-02-23 15:33:35,R_2R3yBoFQZNojPGH,*******,anonymous,EN,50481e8f3c7b7b17ea8f2551c459daeb34e52b85bd987afbc315602a2a2ba9d3,8,"My writing tasks range from the mundane follow up emails, to drafting department wide communication, to outlining strategy and rationale for changing direction.",1,I’ve used it to draft a skeleton communication that I then build out.,4,10,,,
2023-02-21 16:29:43,2023-02-21 16:32:20,0,100,156,1,2023-02-21 16:32:20,R_2Ui1t5mnAwfiGh9,*******,anonymous,EN,abfec9c1e0a110f577f0e2560cc7e458a413cb246d012aeac894d6a406b3f59d,3,"PowerPoints, newsletters, emails to team",1,"I use it to do quick personalized notes to interviewers, to summarize topics with lots of sources, to give recommendations ",4,4.99,,,
2023-02-12 09:30:46,2023-02-12 09:33:18,0,100,152,1,2023-02-12 09:33:18,R_Rqxy2buf0HMR5Nn,*******,anonymous,EN,750ce49c77f1ef7f033ba4d979ffd858ebfd0f456965c7c04a8e06ce80ba9d16,9,Script writing ,2,,,,1,,Because the script writing requires human understanding 
2023-03-06 12:45:47,2023-03-06 12:48:54,0,100,187,1,2023-03-06 12:48:55,R_1ILdUZkBhdkdIFG,*******,anonymous,EN,86b216174033d5924352e25fd5d0d98b5cd79429b7c3b4d41970a6ffd2efbce1,5,"data analysis based on internally stored data. additionally, process descriptions and directions, email and chat communications, press release information, descriptions of data for other internal analysts, communication with outside data providers",1,bulk out an email for a client that wants to feel important,3,3,,,
2023-02-27 14:34:37,2023-02-27 14:35:23,0,100,46,1,2023-02-27 14:35:25,R_3lDoQT1FlZi9itv,*******,anonymous,EN,dbc418d6c6eac55cd6ace638f0272b7ce2bac6532c7da3ba0820d603d9710624,8,I create and edit knowledge articles. I always reply to customers via a ticketing system.,2,,,,3,,
2023-02-26 11:26:49,2023-02-26 11:28:29,0,100,100,1,2023-02-26 11:28:30,R_3R2TL4MKK5wuzCo,*******,anonymous,EN,f4f998c8b280ebc73af7fde4df09324763fceb291d1827b412c65d6f5e1e3918,4,"articles, blog posts, transcription for court cases",2,,,,1,,Mostly I have to transcribe and I'd prefer grammarly for editing
2023-02-11 15:14:34,2023-02-11 15:17:45,0,100,190,1,2023-02-11 15:17:45,R_1QFbkNb8Vlu6tvL,*******,anonymous,EN,29cc2f2610be72e5f2cf2488c2d82df03b566298797cb3c44303cc2e65fb480f,9,"I write various types of technical email blasts (scheduled maintenance, incident notifications, etc.) as well as responding directly to client trouble tickets.",1,"I have used ChatCPT to begin some emails that I have not sent before, to get the idea of a structure and basic form.  From there, I edit and add things as needed, but it's nice to use as a starting off point.",4,10,,,
2023-02-23 15:33:28,2023-02-23 15:41:10,0,100,461,1,2023-02-23 15:41:10,R_3haxwtn1n4rNbr0,*******,anonymous,EN,e8294b22cece242642ef8ef235be1f5591d269de44f4f980db0d660304a76f05,9," writing tasks, such as annotated bibliographies, book reports, research papers, journal articles, and books.",1," assist you with tasks such as composing emails, essays, and code.",4,80,,,
2023-03-18 15:59:03,2023-03-18 16:00:03,0,100,60,1,2023-03-18 16:00:04,R_DjYLxG9xGNr9vvX,*******,anonymous,EN,7e613e68fc478a6b7830a036c89ae57a56b6011c8148f58a89795a91b47ec75d,7,"Writing marketing copy for websites, flyers, digital & print ads for tradeshows",2,,,,4,"Just haven't tried it yet, may in the future",
2023-02-26 03:13:20,2023-02-26 03:15:46,0,100,146,1,2023-02-26 03:15:47,R_3jSAxuKHgrQ5aV5,*******,anonymous,EN,754bced9dbf1c86a9464345c9f95420d419c33c2dceb14880881f04aa51faa5d,8,"Writing tasks include drafting earnings call script, writing CEO Q&A talking points for analyst meetings, various presentations, and general email.",2,,,,4,Not familiar with it,
2023-02-23 20:13:56,2023-02-23 20:17:10,0,100,194,1,2023-02-23 20:17:11,R_10HHXT5R7DevLOr,*******,anonymous,EN,6770933085eb17909c06eb38a3b95ac0ee69dac8695b2577cccc557d0b8ff590,7,"Proofing and editing work tasks and/or projects. Also, data entry, email, and scheduling.",2,,,,4,I was on vacation this past week.,
2023-02-23 15:56:07,2023-02-23 16:00:02,0,100,234,1,2023-02-23 16:00:04,R_1mCyvt8upSxrOKI,*******,anonymous,EN,12af26cbc6e1d968c2ce4bd05f74efb204683737c0f967dd0cf912a9f2a04360,7,"I write up performance reports regarding my direct subordinates. I write strategy and planning reports for any project I'm involved in. I write invoices for equipment, budgeting expenses etc. ",1,I used it to make sure there were no spelling errors in any of my reports,5,30,,,
2023-02-26 08:59:53,2023-02-26 09:00:39,0,100,45,1,2023-02-26 09:00:39,R_1d5gRSeeQoAxPMI,*******,anonymous,EN,3643e37a422bef43151ec03006e174f2488d91cae22a05f69768522425fae037,6,emails,2,,,,1,,They are brief. Using ChatGPT would be a waste of time.
2023-03-12 08:03:26,2023-03-12 08:04:30,0,100,64,1,2023-03-12 08:04:31,R_3fdFaZGtcQPQ6yC,*******,anonymous,EN,43535866102d8b42bddde1f89cda7d0dc57df43a8890f4e2716d5a6e3489ca2c,7,I send out a lot of emails & texts to a large audience. I also write a few justification- / proposal-type documents to try to obtain funding for certain initiatives.,2,,,,3,,
